,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
1229,100,64,0.001,16,32,sigmoid,tanh,1.0379245244509117e-05,0.0032216836040351816,0.0027381082866634755
528,50,64,0.001,32,32,tanh,relu,1.0405621743370924e-05,0.0032257745958716526,0.0027427627264617893
950,100,16,0.1,64,16,sigmoid,tanh,1.0437805730324742e-05,0.0032307593117291704,0.002462210553764079
1155,100,32,0.1,16,64,sigmoid,relu,1.0571880494345543e-05,0.0032514428327045123,0.002862399911902325
548,50,64,0.001,64,16,tanh,tanh,1.060689357703749e-05,0.003256822619830176,0.0027959651408470845
257,50,32,0.001,16,32,sigmoid,tanh,1.060998249681349e-05,0.0032572968082159,0.0027645624399562883
318,50,32,0.001,64,64,sigmoid,relu,1.0616971119882383e-05,0.0032583693958608165,0.0027918944991450322
639,50,64,0.01,64,64,relu,relu,1.0662286223380823e-05,0.00326531563916581,0.0024199334171663496
273,50,32,0.001,32,16,sigmoid,relu,1.0682195850595994e-05,0.0032683628700919966,0.0028469065396015125
293,50,32,0.001,32,64,sigmoid,tanh,1.0682213522724868e-05,0.003268365573604775,0.0027989967368628635
678,50,64,0.1,32,16,sigmoid,relu,1.072235829045501e-05,0.003274501227737594,0.0028332145994281973
526,50,64,0.001,32,32,sigmoid,sigmoid,1.0728489829285551e-05,0.003275437349314676,0.0028075376003244253
564,50,64,0.001,64,64,tanh,relu,1.0796678074263732e-05,0.0032858298912548304,0.002788801058085655
547,50,64,0.001,64,16,tanh,sigmoid,1.0838449149693395e-05,0.0032921799995889343,0.0028597177998268357
536,50,64,0.001,32,64,sigmoid,tanh,1.0912396097198518e-05,0.003303391605183757,0.0028233597910430172
1425,100,64,0.1,32,64,sigmoid,relu,1.0924590646228125e-05,0.00330523685175936,0.0028010156406871466
498,50,64,0.001,16,32,sigmoid,relu,1.0934751451743023e-05,0.0033067735712841036,0.002841562141764072
320,50,32,0.001,64,64,sigmoid,tanh,1.0957584957831143e-05,0.0033102243062715767,0.002835321923248868
144,50,16,0.01,64,32,relu,relu,1.0998496180121935e-05,0.0033163980732297403,0.00215488848120202
1170,100,32,0.1,32,32,relu,relu,1.1024811055008298e-05,0.0033203630908393584,0.0026831860299179923
525,50,64,0.001,32,32,sigmoid,relu,1.1067648568764159e-05,0.00332680756413174,0.002820025333811084
527,50,64,0.001,32,32,sigmoid,tanh,1.1176060576950505e-05,0.0033430615574575506,0.0028407297862696394
545,50,64,0.001,64,16,sigmoid,tanh,1.1195756067088826e-05,0.0033460059873061834,0.002904194992843561
561,50,64,0.001,64,64,sigmoid,relu,1.1202798176588953e-05,0.0033470581376171156,0.0028530378008103313
539,50,64,0.001,32,64,tanh,tanh,1.120503627783253e-05,0.003347392459487314,0.002923358296187955
291,50,32,0.001,32,64,sigmoid,relu,1.1220478544066608e-05,0.0033496982765715794,0.0028818120640369017
507,50,64,0.001,16,64,sigmoid,relu,1.1339673093818157e-05,0.0033674431092177576,0.002874696340696066
459,50,32,0.1,64,16,relu,relu,1.1509829356200914e-05,0.0033926139415207434,0.002723368360896483
490,50,64,0.001,16,16,sigmoid,sigmoid,1.1519337973295617e-05,0.0033940150225500797,0.0028733082656410423
552,50,64,0.001,64,32,sigmoid,relu,1.1569555438617366e-05,0.0034014049212961056,0.002915590297624762
1204,100,32,0.1,64,32,tanh,sigmoid,1.166390890271079e-05,0.003415246536153838,0.0028433742038726194
540,50,64,0.001,64,16,relu,relu,1.1807245682310939e-05,0.0034361672954486572,0.0030344824169661814
215,50,16,0.1,32,64,tanh,tanh,1.1828823117141305e-05,0.0034393056155481885,0.002535336256864577
517,50,64,0.001,32,16,sigmoid,sigmoid,1.1852610919537773e-05,0.0034427621061493305,0.002995313955402935
246,50,32,0.001,16,16,sigmoid,relu,1.1934944615141978e-05,0.0034546989181608832,0.0029921862582969884
264,50,32,0.001,16,64,sigmoid,relu,1.1995160791252801e-05,0.003463403065086823,0.0029894069028746266
667,50,64,0.1,16,64,relu,sigmoid,1.200509636603708e-05,0.0034648371341286853,0.0027460385905851256
