,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
742,100,16,0.001,16,32,sigmoid,sigmoid,2.985040833215538e-06,0.0017277270713904839,0.0013635704426222914
365,50,32,0.01,32,32,sigmoid,tanh,2.9945532587774553e-06,0.0017304777544878914,0.0013128345451802555
1064,100,32,0.01,16,32,relu,tanh,3.0005455467131998e-06,0.0017322082861807352,0.0012927195904460255
1232,100,64,0.001,16,32,tanh,tanh,3.0061138235307963e-06,0.001733814818119512,0.0015082305919364026
454,50,32,0.1,32,64,sigmoid,sigmoid,3.0072387570963924e-06,0.001734139197727908,0.0013597941418335244
766,100,16,0.001,32,32,relu,sigmoid,3.011572350034488e-06,0.0017353882418739872,0.0013646263773904562
602,50,64,0.01,32,16,tanh,tanh,3.011614677725659e-06,0.0017354004372840462,0.0014249750180338134
381,50,32,0.01,64,16,sigmoid,relu,3.02193779602189e-06,0.0017383721684443437,0.0012934007950687549
292,50,32,0.001,32,64,sigmoid,sigmoid,3.0235972892213695e-06,0.0017388494153380187,0.0014372410721227929
82,50,16,0.01,16,16,relu,sigmoid,3.0237836373449673e-06,0.0017389029982563626,0.0014380053467842734
1443,100,64,0.1,64,32,sigmoid,relu,3.023965870329159e-06,0.0017389553963023776,0.0013975054101531355
1061,100,32,0.01,16,16,tanh,tanh,3.0253072475733e-06,0.0017393410383168967,0.0013324797293459048
811,100,16,0.01,16,16,relu,sigmoid,3.0267629318547997e-06,0.0017397594465485163,0.0014981813784471691
757,100,16,0.001,32,16,relu,sigmoid,3.0281810923276735e-06,0.0017401669725424839,0.0013480427326851793
125,50,16,0.01,32,32,tanh,tanh,3.0312047782475137e-06,0.0017410355476691203,0.0013120687436245794
1200,100,32,0.1,64,32,sigmoid,relu,3.0463110037642835e-06,0.0017453684435569138,0.0014125216804619187
1365,100,64,0.01,64,32,tanh,relu,3.066661524711099e-06,0.0017511886034094384,0.001421309084888824
95,50,16,0.01,16,32,sigmoid,tanh,3.0682819749818848e-06,0.0017516512138499162,0.0014050539089309852
850,100,16,0.01,32,32,sigmoid,sigmoid,3.0710219775445277e-06,0.0017524331592230636,0.0014343382247597966
642,50,64,0.01,64,64,sigmoid,relu,3.0720794952658125e-06,0.001752734861656438,0.001442425985276639
158,50,16,0.01,64,64,sigmoid,tanh,3.072792086214127e-06,0.0017529381296024474,0.0012913543255587568
